CH1,CH2,CH4,Ts,parameter,value
3.839375000e+2,4.360000000e-1,6.000000000e+1,,,
3.900312500e+2,4.320000000e-1,6.002343750e+1,,,
3.940000000e+2,4.279687500e-1,6.300781250e+1,,,
3.880000000e+2,4.395937500e-1,6.101562500e+1,,,
3.900000000e+2,4.440625000e-1,6.000000000e+1,,,
3.880000000e+2,4.440000000e-1,5.900000000e+1,,,
3.900000000e+2,4.520000000e-1,6.000000000e+1,,,
3.880000000e+2,4.440000000e-1,5.799218750e+1,,,
3.800468750e+2,4.480312500e-1,6.101562500e+1,,,
3.759531250e+2,4.520000000e-1,6.204687500e+1,,,
3.840000000e+2,4.440937500e-1,5.798437500e+1,,,
3.900000000e+2,4.477187500e-1,5.803125000e+1,,,
3.839843750e+2,4.600312500e-1,6.000000000e+1,,,
3.880468750e+2,4.480000000e-1,5.898437500e+1,,,
3.920156250e+2,4.519687500e-1,6.003906250e+1,,,
3.940000000e+2,4.520312500e-1,6.100781250e+1,,,
3.920000000e+2,4.479375000e-1,5.799218750e+1,,,
3.819531250e+2,4.520000000e-1,6.100000000e+1,,,
3.799843750e+2,4.480000000e-1,5.900000000e+1,,,
3.859531250e+2,4.520000000e-1,6.000000000e+1,,,
3.860000000e+2,4.480000000e-1,5.900000000e+1,,,
3.839843750e+2,4.520000000e-1,6.000000000e+1,,,
3.879531250e+2,4.520000000e-1,5.800000000e+1,,,
3.880156250e+2,4.479062500e-1,6.098437500e+1,,,
3.859531250e+2,4.560000000e-1,6.000000000e+1,,,
3.840156250e+2,4.599687500e-1,6.100000000e+1,,,
3.859843750e+2,4.520000000e-1,5.996875000e+1,,,
3.819843750e+2,4.600312500e-1,5.800781250e+1,,,
3.840000000e+2,4.599375000e-1,6.198437500e+1,,,
3.820000000e+2,4.480000000e-1,6.100781250e+1,,,
3.840156250e+2,4.598437500e-1,5.900000000e+1,,,
3.819218750e+2,4.600312500e-1,5.899218750e+1,,,
3.899687500e+2,4.560937500e-1,5.700781250e+1,,,
3.880000000e+2,4.519375000e-1,6.106250000e+1,,,
3.900000000e+2,4.680625000e-1,5.999218750e+1,,,
3.879375000e+2,4.680000000e-1,5.900000000e+1,,,
3.921093750e+2,4.638125000e-1,6.100781250e+1,,,
3.799531250e+2,4.720000000e-1,6.200000000e+1,,,
3.880312500e+2,4.600000000e-1,6.198437500e+1,,,
3.879531250e+2,4.600000000e-1,5.901562500e+1,,,
3.859843750e+2,4.600000000e-1,6.299218750e+1,,,
3.860156250e+2,4.600000000e-1,6.000000000e+1,,,
3.820000000e+2,4.680312500e-1,6.200000000e+1,,,
3.900000000e+2,4.600312500e-1,5.900000000e+1,,,
3.860156250e+2,4.679062500e-1,5.998437500e+1,,,
3.840156250e+2,4.720000000e-1,6.000000000e+1,,,
3.799687500e+2,4.719687500e-1,5.999218750e+1,,,
3.899843750e+2,4.760000000e-1,6.100781250e+1,,,
3.820156250e+2,4.760000000e-1,5.800781250e+1,,,
3.839218750e+2,4.760312500e-1,5.896875000e+1,,,
3.880000000e+2,4.719687500e-1,6.000000000e+1,,,
3.840000000e+2,4.799375000e-1,6.102343750e+1,,,
3.859687500e+2,4.760000000e-1,6.198437500e+1,,,
3.779687500e+2,4.719687500e-1,5.896093750e+1,,,
3.840625000e+2,4.679687500e-1,5.804687500e+1,,,
3.880156250e+2,4.639687500e-1,6.200000000e+1,,,
3.900156250e+2,4.758125000e-1,5.804687500e+1,,,
3.840156250e+2,4.760000000e-1,5.896093750e+1,,,
3.859843750e+2,4.839687500e-1,6.199218750e+1,,,
3.859531250e+2,4.800000000e-1,6.000000000e+1,,,
3.900312500e+2,4.880000000e-1,6.100781250e+1,,,
3.840468750e+2,4.880312500e-1,5.900000000e+1,,,
3.878593750e+2,4.800000000e-1,6.297656250e+1,,,
3.920156250e+2,4.840000000e-1,6.004687500e+1,,,
3.877968750e+2,4.800000000e-1,5.800781250e+1,,,
3.779843750e+2,4.760000000e-1,6.197656250e+1,,,
3.841250000e+2,4.921250000e-1,6.300000000e+1,,,
3.858906250e+2,4.918437500e-1,5.998437500e+1,,,
3.800156250e+2,4.799687500e-1,6.099218750e+1,,,
3.880156250e+2,4.800625000e-1,6.100000000e+1,,,
3.840156250e+2,4.719687500e-1,6.099218750e+1,,,
3.879843750e+2,4.879375000e-1,6.000000000e+1,,,
3.840312500e+2,4.880000000e-1,6.200000000e+1,,,
3.859531250e+2,4.920000000e-1,6.092968750e+1,,,
3.880000000e+2,4.920000000e-1,5.599218750e+1,,,
3.860625000e+2,4.919375000e-1,5.997656250e+1,,,
3.840000000e+2,4.921250000e-1,5.799218750e+1,,,
3.860312500e+2,4.800000000e-1,5.900000000e+1,,,
3.859531250e+2,4.880000000e-1,6.000000000e+1,,,
3.819843750e+2,4.840312500e-1,6.200000000e+1,,,
3.860156250e+2,4.960000000e-1,6.098437500e+1,,,
3.880000000e+2,4.840000000e-1,5.900000000e+1,,,
3.780000000e+2,4.998437500e-1,5.898437500e+1,,,
3.900781250e+2,4.880000000e-1,6.200781250e+1,,,
3.860312500e+2,4.880312500e-1,6.201562500e+1,,,
3.820156250e+2,5.000937500e-1,6.100000000e+1,,,
3.820156250e+2,4.999687500e-1,6.100000000e+1,,,
3.859843750e+2,4.999375000e-1,6.100000000e+1,,,
3.859843750e+2,4.960625000e-1,6.000000000e+1,,,
3.880468750e+2,5.039375000e-1,5.999218750e+1,,,
3.780000000e+2,4.960312500e-1,6.000000000e+1,,,
3.820000000e+2,4.920000000e-1,5.899218750e+1,,,
3.860000000e+2,5.000312500e-1,5.901562500e+1,,,
3.840000000e+2,5.040312500e-1,6.000000000e+1,,,
3.839843750e+2,5.079375000e-1,6.000000000e+1,,,
3.779843750e+2,5.039687500e-1,6.000000000e+1,,,
3.820000000e+2,5.119687500e-1,6.100000000e+1,,,
3.840000000e+2,5.079375000e-1,6.100000000e+1,,,
3.800000000e+2,4.959687500e-1,6.100000000e+1,,,
3.819375000e+2,5.040625000e-1,6.100000000e+1,,,
3.940000000e+2,5.040625000e-1,6.101562500e+1,,,
3.821718750e+2,5.160312500e-1,5.700000000e+1,,,
3.799218750e+2,5.160937500e-1,6.000000000e+1,,,
3.860468750e+2,5.078750000e-1,5.700781250e+1,,,
3.839218750e+2,5.040937500e-1,5.700000000e+1,,,
3.841250000e+2,5.200625000e-1,5.801562500e+1,,,
3.921250000e+2,5.118750000e-1,6.098437500e+1,,,
3.918750000e+2,5.119062500e-1,6.200000000e+1,,,
3.819531250e+2,5.080937500e-1,6.100000000e+1,,,
3.858750000e+2,5.239687500e-1,6.000781250e+1,,,
3.861406250e+2,5.120000000e-1,5.800000000e+1,,,
3.779843750e+2,5.119062500e-1,5.800781250e+1,,,
3.879062500e+2,5.159687500e-1,5.900000000e+1,,,
3.880312500e+2,5.120000000e-1,5.900000000e+1,,,
3.840468750e+2,5.159687500e-1,6.000000000e+1,,,
3.800625000e+2,5.079687500e-1,6.201562500e+1,,,
3.779843750e+2,5.199375000e-1,5.900000000e+1,,,
3.800937500e+2,5.240000000e-1,6.101562500e+1,,,
3.860468750e+2,5.199687500e-1,5.999218750e+1,,,
3.859531250e+2,5.199375000e-1,5.899218750e+1,,,
3.819843750e+2,5.118437500e-1,6.100781250e+1,,,
3.840156250e+2,5.121250000e-1,5.999218750e+1,,,
3.860000000e+2,5.318437500e-1,5.897656250e+1,,,
3.879687500e+2,5.238750000e-1,6.000000000e+1,,,
3.860000000e+2,5.240312500e-1,5.500000000e+1,,,
3.900000000e+2,5.239687500e-1,5.793750000e+1,,,
3.859531250e+2,5.240625000e-1,6.000000000e+1,,,
3.800000000e+2,5.280000000e-1,6.000000000e+1,,,
3.819375000e+2,5.239375000e-1,6.101562500e+1,,,
3.860156250e+2,5.240000000e-1,5.900000000e+1,,,
3.879687500e+2,5.280000000e-1,6.000000000e+1,,,
3.859687500e+2,5.279062500e-1,5.799218750e+1,,,
3.880937500e+2,5.199687500e-1,5.903906250e+1,,,
3.920000000e+2,5.281250000e-1,6.102343750e+1,,,
3.879687500e+2,5.319687500e-1,6.100000000e+1,,,
3.860000000e+2,5.280312500e-1,6.000781250e+1,,,
3.860000000e+2,5.279687500e-1,5.899218750e+1,,,
3.860000000e+2,5.240000000e-1,5.899218750e+1,,,
3.860000000e+2,5.320937500e-1,5.800781250e+1,,,
3.879687500e+2,5.359687500e-1,5.700781250e+1,,,
3.919843750e+2,5.360312500e-1,5.999218750e+1,,,
3.900156250e+2,5.440000000e-1,5.901562500e+1,,,
3.900000000e+2,5.399062500e-1,5.900781250e+1,,,
3.858750000e+2,5.360312500e-1,5.900781250e+1,,,
3.820312500e+2,5.440312500e-1,5.696875000e+1,,,
3.880312500e+2,5.400312500e-1,6.200000000e+1,,,
3.839375000e+2,5.435937500e-1,6.000781250e+1,,,
3.860625000e+2,5.242500000e-1,5.998437500e+1,,,
3.879375000e+2,5.600000000e-1,6.000781250e+1,,,
3.820000000e+2,5.440000000e-1,5.900000000e+1,,,
3.859843750e+2,5.400000000e-1,5.999218750e+1,,,
3.839687500e+2,5.359687500e-1,6.098437500e+1,,,
3.919843750e+2,5.401250000e-1,5.898437500e+1,,,
3.881250000e+2,5.522500000e-1,6.000000000e+1,,,
3.819687500e+2,5.558437500e-1,6.200000000e+1,,,
3.879687500e+2,5.440625000e-1,5.901562500e+1,,,
3.840000000e+2,5.520937500e-1,5.899218750e+1,,,
3.900468750e+2,5.518750000e-1,5.900000000e+1,,,
3.879843750e+2,5.440000000e-1,6.000000000e+1,,,
3.879687500e+2,5.520312500e-1,5.999218750e+1,,,
3.820000000e+2,5.479687500e-1,6.000000000e+1,,,
3.960000000e+2,5.520000000e-1,5.698437500e+1,,,
3.819531250e+2,5.479375000e-1,5.699218750e+1,,,
3.840156250e+2,5.479687500e-1,5.799218750e+1,,,
3.880000000e+2,5.481250000e-1,6.000000000e+1,,,
3.820000000e+2,5.559687500e-1,6.200000000e+1,,,
3.840000000e+2,5.437187500e-1,5.900781250e+1,,,
3.860156250e+2,5.484062500e-1,6.000000000e+1,,,
3.900000000e+2,5.640000000e-1,5.896093750e+1,,,
3.860000000e+2,5.558437500e-1,6.200781250e+1,,,
3.880000000e+2,5.520000000e-1,5.796875000e+1,,,
3.879687500e+2,5.600625000e-1,6.003906250e+1,,,
3.859843750e+2,5.557812500e-1,6.200000000e+1,,,
3.880156250e+2,5.479687500e-1,5.999218750e+1,,,
3.900468750e+2,5.560937500e-1,6.200000000e+1,,,
3.921250000e+2,5.644062500e-1,6.100000000e+1,,,
3.820000000e+2,5.480312500e-1,5.899218750e+1,,,
3.899375000e+2,5.637812500e-1,6.200000000e+1,,,
3.841406250e+2,5.640937500e-1,6.298437500e+1,,,
3.839843750e+2,5.599375000e-1,5.800000000e+1,,,
3.820468750e+2,5.641250000e-1,6.100000000e+1,,,
3.838906250e+2,5.521562500e-1,5.798437500e+1,,,
3.859687500e+2,5.598125000e-1,6.299218750e+1,,,
3.799687500e+2,5.640000000e-1,5.900000000e+1,,,
3.800468750e+2,5.640000000e-1,6.199218750e+1,,,
3.940000000e+2,5.599687500e-1,5.800000000e+1,,,
3.819531250e+2,5.720000000e-1,6.200000000e+1,,,
3.879843750e+2,5.640000000e-1,6.000000000e+1,,,
3.800000000e+2,5.678437500e-1,6.099218750e+1,,,
3.880468750e+2,5.640937500e-1,5.900000000e+1,,,
3.780000000e+2,5.639062500e-1,5.900000000e+1,,,
3.919531250e+2,5.719375000e-1,5.900781250e+1,,,
3.881093750e+2,5.720312500e-1,6.000000000e+1,,,
3.859218750e+2,5.641562500e-1,6.000000000e+1,,,
3.939062500e+2,5.556562500e-1,6.000000000e+1,,,
3.918750000e+2,5.836562500e-1,5.800000000e+1,,,
3.839531250e+2,5.801250000e-1,6.200000000e+1,,,
3.860000000e+2,5.720312500e-1,5.797656250e+1,,,
3.860312500e+2,5.680000000e-1,5.900000000e+1,,,
3.920000000e+2,5.800000000e-1,5.797656250e+1,,,
3.880000000e+2,5.720937500e-1,5.905468750e+1,,,
3.900000000e+2,5.716875000e-1,6.397656250e+1,,,
3.839531250e+2,5.800000000e-1,6.200000000e+1,,,
3.800000000e+2,5.720000000e-1,5.899218750e+1,,,
3.839687500e+2,5.760000000e-1,6.100000000e+1,,,
3.860000000e+2,5.799062500e-1,5.900000000e+1,,,
3.860156250e+2,5.960312500e-1,6.100781250e+1,,,
3.819843750e+2,5.880000000e-1,6.097656250e+1,,,
3.860000000e+2,5.801875000e-1,6.198437500e+1,,,
3.840000000e+2,5.719062500e-1,5.797656250e+1,,,
3.840000000e+2,5.838750000e-1,6.000781250e+1,,,
3.860000000e+2,5.800000000e-1,5.997656250e+1,,,
3.839843750e+2,5.759062500e-1,5.800781250e+1,,,
3.819531250e+2,5.999687500e-1,6.000000000e+1,,,
3.940000000e+2,5.804062500e-1,5.800000000e+1,,,
3.879531250e+2,5.838437500e-1,6.100781250e+1,,,
3.820156250e+2,5.879375000e-1,6.000000000e+1,,,
3.839375000e+2,5.920312500e-1,6.000000000e+1,,,
3.880000000e+2,5.800000000e-1,6.200000000e+1,,,
3.840000000e+2,5.920000000e-1,6.000000000e+1,,,
3.899062500e+2,5.920000000e-1,6.200000000e+1,,,
3.900625000e+2,5.840937500e-1,5.904687500e+1,,,
3.839375000e+2,5.880000000e-1,5.701562500e+1,,,
3.840312500e+2,5.919687500e-1,6.299218750e+1,,,
3.860312500e+2,5.840000000e-1,5.895312500e+1,,,
3.880156250e+2,5.960625000e-1,5.900781250e+1,,,
3.879375000e+2,6.039687500e-1,6.100781250e+1,,,
3.840156250e+2,5.880000000e-1,5.700781250e+1,,,
3.879843750e+2,5.998750000e-1,5.901562500e+1,,,
3.840312500e+2,5.960312500e-1,5.800000000e+1,,,
3.860000000e+2,5.960312500e-1,5.900000000e+1,,,
3.840000000e+2,5.919687500e-1,5.900000000e+1,,,
3.839375000e+2,6.040000000e-1,6.000000000e+1,,,
3.880312500e+2,5.960000000e-1,5.900000000e+1,,,
3.801093750e+2,5.995937500e-1,5.700000000e+1,,,
3.821093750e+2,6.080000000e-1,6.000000000e+1,,,
3.880000000e+2,5.960000000e-1,5.999218750e+1,,,
3.839843750e+2,6.040000000e-1,5.901562500e+1,,,
3.920312500e+2,5.920000000e-1,6.199218750e+1,,,
3.940156250e+2,6.040000000e-1,6.000781250e+1,,,
3.880000000e+2,5.920625000e-1,5.998437500e+1,,,
3.900000000e+2,5.999062500e-1,5.800000000e+1,,,
3.879843750e+2,6.040625000e-1,6.197656250e+1,,,
3.940000000e+2,6.040000000e-1,6.100000000e+1,,,
3.880000000e+2,6.159375000e-1,6.100781250e+1,,,
3.919531250e+2,6.159062500e-1,5.899218750e+1,,,
3.860468750e+2,6.120000000e-1,6.000000000e+1,,,
3.780000000e+2,6.160000000e-1,5.802343750e+1,,,
3.859375000e+2,6.119687500e-1,5.900000000e+1,,,
3.920000000e+2,6.199687500e-1,6.103125000e+1,,,
3.819531250e+2,6.120000000e-1,6.196875000e+1,,,
3.880937500e+2,6.080000000e-1,5.897656250e+1,,,
3.899531250e+2,6.160312500e-1,5.800000000e+1,,,
3.840000000e+2,6.200000000e-1,5.800000000e+1,,,
3.860156250e+2,6.163750000e-1,5.896875000e+1,,,
3.779687500e+2,6.039375000e-1,6.099218750e+1,,,
3.939531250e+2,6.239375000e-1,5.996093750e+1,,,
3.881718750e+2,6.199687500e-1,5.799218750e+1,,,
3.819843750e+2,6.160000000e-1,6.199218750e+1,,,
3.859218750e+2,6.200312500e-1,5.900000000e+1,,,
3.860312500e+2,6.039375000e-1,5.994531250e+1,,,
3.860000000e+2,6.280000000e-1,6.201562500e+1,,,
3.860000000e+2,6.280000000e-1,5.799218750e+1,,,
3.859531250e+2,6.080000000e-1,5.999218750e+1,,,
3.840781250e+2,6.201250000e-1,6.000000000e+1,,,
3.919843750e+2,6.198750000e-1,6.002343750e+1,,,
3.818750000e+2,6.160000000e-1,6.300000000e+1,,,
3.820468750e+2,6.239062500e-1,5.907031250e+1,,,
3.859218750e+2,6.240312500e-1,5.800000000e+1,,,
3.880937500e+2,6.239687500e-1,5.900000000e+1,,,
3.799843750e+2,6.279687500e-1,5.800000000e+1,,,
3.899218750e+2,6.199375000e-1,5.797656250e+1,,,
3.900468750e+2,6.160000000e-1,5.700781250e+1,,,
3.880468750e+2,6.199375000e-1,6.098437500e+1,,,
3.860000000e+2,6.279062500e-1,5.798437500e+1,,,
3.880312500e+2,6.280312500e-1,5.700000000e+1,,,
3.879531250e+2,6.200000000e-1,5.900000000e+1,,,
3.820000000e+2,6.160000000e-1,6.300000000e+1,,,
3.860000000e+2,6.200000000e-1,5.898437500e+1,,,
3.820000000e+2,6.200000000e-1,5.900000000e+1,,,
3.839843750e+2,6.319687500e-1,5.899218750e+1,,,
3.799531250e+2,6.200000000e-1,6.000781250e+1,,,
3.799687500e+2,6.240312500e-1,6.100781250e+1,,,
3.859531250e+2,6.319687500e-1,5.800781250e+1,,,
3.900000000e+2,6.239062500e-1,5.800000000e+1,,,
3.860468750e+2,6.240937500e-1,5.800000000e+1,,,
3.780312500e+2,6.279375000e-1,5.698437500e+1,,,
3.779531250e+2,6.163125000e-1,5.996093750e+1,,,
3.800000000e+2,6.120000000e-1,5.900781250e+1,,,
3.800000000e+2,6.120000000e-1,5.698437500e+1,,,
3.819062500e+2,6.120312500e-1,5.599218750e+1,,,
3.720000000e+2,6.200625000e-1,5.600000000e+1,,,
3.799843750e+2,6.159062500e-1,5.600000000e+1,,,
3.740156250e+2,6.079687500e-1,5.701562500e+1,,,
3.860000000e+2,6.120000000e-1,6.000000000e+1,,,
3.780000000e+2,6.039687500e-1,5.800000000e+1,,,
3.840000000e+2,6.039375000e-1,5.901562500e+1,,,
3.780156250e+2,5.920312500e-1,5.900000000e+1,,,
3.799843750e+2,6.040937500e-1,5.800781250e+1,,,
3.779843750e+2,5.959375000e-1,5.700000000e+1,,,
3.800156250e+2,5.879062500e-1,6.001562500e+1,,,
3.739531250e+2,5.960312500e-1,5.302343750e+1,,,
3.760000000e+2,5.960312500e-1,5.401562500e+1,,,
3.740000000e+2,5.999375000e-1,5.700000000e+1,,,
3.780312500e+2,5.836875000e-1,5.500781250e+1,,,
3.759375000e+2,5.721562500e-1,5.500000000e+1,,,
3.740312500e+2,5.921875000e-1,5.400000000e+1,,,
3.779531250e+2,5.920937500e-1,5.400000000e+1,,,
3.760468750e+2,5.720000000e-1,5.400000000e+1,,,
3.740156250e+2,5.599687500e-1,5.300781250e+1,,,
3.699843750e+2,5.681250000e-1,5.500000000e+1,,,
3.719687500e+2,5.760625000e-1,5.300000000e+1,,,
3.700781250e+2,5.719062500e-1,5.500000000e+1,,,
3.659687500e+2,5.521875000e-1,5.099218750e+1,,,
3.720937500e+2,5.559375000e-1,5.598437500e+1,,,
3.719062500e+2,5.640000000e-1,5.395312500e+1,,,
3.680156250e+2,5.560312500e-1,5.200000000e+1,,,
3.720156250e+2,5.639375000e-1,5.400000000e+1,,,
3.679843750e+2,5.438750000e-1,5.200000000e+1,,,
3.679843750e+2,5.439375000e-1,5.399218750e+1,,,
3.640000000e+2,5.280625000e-1,5.100000000e+1,,,
3.599531250e+2,5.440937500e-1,5.200000000e+1,,,
3.580000000e+2,5.357812500e-1,4.700000000e+1,,,
3.680000000e+2,5.320312500e-1,5.295312500e+1,,,
3.579531250e+2,5.318125000e-1,5.000000000e+1,,,
3.560000000e+2,5.158125000e-1,4.900000000e+1,,,
3.620468750e+2,5.161250000e-1,4.702343750e+1,,,
3.499531250e+2,5.120000000e-1,4.800000000e+1,,,
3.520781250e+2,4.919062500e-1,4.699218750e+1,,,
3.519375000e+2,4.880625000e-1,4.598437500e+1,,,
3.459218750e+2,4.798437500e-1,4.397656250e+1,,,
3.460312500e+2,4.719062500e-1,4.399218750e+1,,,
3.459843750e+2,4.640937500e-1,4.398437500e+1,,,
3.420000000e+2,4.640937500e-1,4.700000000e+1,,,
3.359843750e+2,4.398437500e-1,4.296875000e+1,,,
3.399843750e+2,4.240000000e-1,3.998437500e+1,,,
3.399843750e+2,4.079375000e-1,4.100000000e+1,,,
3.340625000e+2,3.999687500e-1,3.999218750e+1,,,
3.221406250e+2,3.798437500e-1,3.900000000e+1,,,
3.199062500e+2,3.480000000e-1,3.500000000e+1,,,
3.218593750e+2,3.440937500e-1,3.703125000e+1,,,
3.117812500e+2,3.360625000e-1,3.700781250e+1,,,
3.040156250e+2,3.275937500e-1,3.501562500e+1,,,
3.040000000e+2,2.999375000e-1,3.400000000e+1,,,
2.998906250e+2,3.037812500e-1,3.300781250e+1,,,
2.960468750e+2,2.791250000e-1,3.100781250e+1,,,
2.999531250e+2,2.560000000e-1,3.001562500e+1,,,
2.900156250e+2,2.360000000e-1,2.800000000e+1,,,
2.939687500e+2,2.200000000e-1,2.800000000e+1,,,
2.880156250e+2,2.080000000e-1,2.796875000e+1,,,
2.880156250e+2,1.960000000e-1,2.499218750e+1,,,
2.820000000e+2,1.873125000e-1,2.600000000e+1,,,
2.859843750e+2,1.599375000e-1,2.500000000e+1,,,
2.820156250e+2,1.680625000e-1,2.300781250e+1,,,
2.840000000e+2,1.519062500e-1,2.198437500e+1,,,
2.800000000e+2,1.398125000e-1,2.300000000e+1,,,
2.778906250e+2,1.239375000e-1,2.100781250e+1,,,
2.619843750e+2,1.279375000e-1,2.396875000e+1,,,
2.740000000e+2,1.160000000e-1,2.200000000e+1,,,
2.699687500e+2,1.279687500e-1,1.798437500e+1,,,
2.680156250e+2,1.236250000e-1,1.897656250e+1,,,
2.740000000e+2,9.587500000e-2,1.902343750e+1,,,
2.680000000e+2,1.123125000e-1,1.800000000e+1,,,
2.700000000e+2,1.117812500e-1,2.200000000e+1,,,
2.620000000e+2,1.078750000e-1,1.804687500e+1,,,
2.620000000e+2,1.039375000e-1,1.800000000e+1,,,
2.640000000e+2,1.040000000e-1,2.202343750e+1,,,
2.600312500e+2,9.996875000e-2,1.603125000e+1,,,
2.560000000e+2,9.193750000e-2,1.701562500e+1,,,
2.560156250e+2,8.412500000e-2,1.702343750e+1,,,
2.560625000e+2,1.041562500e-1,2.000000000e+1,,,
2.558437500e+2,9.159375000e-2,1.496093750e+1,,,
2.380625000e+2,8.006250000e-2,1.500000000e+1,,,
2.578906250e+2,8.800000000e-2,1.700000000e+1,,,
2.422031250e+2,8.006250000e-2,1.405468750e+1,,,
2.459531250e+2,8.400000000e-2,1.200000000e+1,,,
2.419843750e+2,7.996875000e-2,1.400000000e+1,,,
2.480937500e+2,8.800000000e-2,1.202343750e+1,,,
2.380937500e+2,8.390625000e-2,1.100000000e+1,,,
2.420468750e+2,9.562500000e-2,1.198437500e+1,,,
2.339843750e+2,9.221875000e-2,1.103906250e+1,,,
2.400000000e+2,8.790625000e-2,8.000000000e+0,,,
2.359843750e+2,1.079062500e-1,1.000781250e+1,,,
2.359531250e+2,1.079687500e-1,9.000000000e+0,,,
2.239687500e+2,1.120000000e-1,1.000000000e+1,,,
2.280000000e+2,1.160000000e-1,5.000000000e+0,,,
2.260000000e+2,1.160000000e-1,8.007812500e+0,,,
2.221093750e+2,1.160000000e-1,3.000000000e+0,,,
2.179375000e+2,1.160000000e-1,3.031250000e+0,,,
2.240000000e+2,1.160312500e-1,5.031250000e+0,,,
2.160156250e+2,1.159687500e-1,5.992187500e+0,,,
2.180000000e+2,1.240312500e-1,2.992187500e+0,,,
2.120625000e+2,1.161250000e-1,4.000000000e+0,,,
2.121093750e+2,1.236875000e-1,3.000000000e+0,,,
2.159062500e+2,1.320625000e-1,7.812500000e-3,,,
2.019531250e+2,1.120625000e-1,2.007812500e+0,,,
2.060312500e+2,1.120000000e-1,-1.000000000e+0,,,
1.999843750e+2,1.280000000e-1,-9.687500000e-1,,,
2.020312500e+2,1.161562500e-1,9.843750000e-1,,,
1.900000000e+2,1.079062500e-1,-2.968750000e+0,,,
1.959843750e+2,1.159062500e-1,-3.000000000e+0,,,
1.880000000e+2,1.160000000e-1,-1.007812500e+0,,,
1.960000000e+2,1.080000000e-1,-4.992187500e+0,,,
1.860000000e+2,1.080000000e-1,-3.007812500e+0,,,
1.820156250e+2,1.080000000e-1,-4.007812500e+0,,,
1.820468750e+2,1.080000000e-1,-5.007812500e+0,,,
1.760000000e+2,1.081250000e-1,-5.015625000e+0,,,
1.799687500e+2,9.609375000e-2,-9.023437500e+0,,,
1.819843750e+2,9.606250000e-2,-8.000000000e+0,,,
1.759843750e+2,8.800000000e-2,-9.015625000e+0,,,
1.759687500e+2,9.996875000e-2,-1.000000000e+1,,,
1.700156250e+2,9.203125000e-2,-9.007812500e+0,,,
1.720000000e+2,9.600000000e-2,-9.015625000e+0,,,
1.659843750e+2,8.812500000e-2,-6.000000000e+0,,,
1.680156250e+2,8.393750000e-2,-8.000000000e+0,,,
1.619843750e+2,8.006250000e-2,-1.100000000e+1,,,
1.719687500e+2,6.800000000e-2,-1.100000000e+1,,,
1.701093750e+2,6.000000000e-2,-1.100000000e+1,,,
1.639843750e+2,6.800000000e-2,-1.200000000e+1,,,
1.660468750e+2,4.065625000e-2,-1.000000000e+1,,,
1.579843750e+2,4.000000000e-2,-1.100000000e+1,,,
1.640937500e+2,2.793750000e-2,-9.000000000e+0,,,
1.618281250e+2,2.396875000e-2,-1.103906250e+1,,,
1.520156250e+2,2.393750000e-2,-1.400781250e+1,,,
1.662187500e+2,1.190625000e-2,-1.201562500e+1,,,
1.698906250e+2,3.812500000e-3,-1.000000000e+1,,,
1.580781250e+2,-3.687500000e-3,-1.300781250e+1,,,
1.638281250e+2,-3.603125000e-2,-1.100000000e+1,,,
1.679843750e+2,-2.809375000e-2,-1.300781250e+1,,,
1.660156250e+2,-4.793750000e-2,-1.098437500e+1,,,
1.619687500e+2,-4.806250000e-2,-1.099218750e+1,,,
1.699218750e+2,-5.984375000e-2,-9.000000000e+0,,,
1.699843750e+2,-8.743750000e-2,-1.300781250e+1,,,
1.719687500e+2,-9.200000000e-2,-1.000000000e+1,,,
1.679843750e+2,-9.200000000e-2,-9.000000000e+0,,,
1.700156250e+2,-8.800000000e-2,-1.000781250e+1,,,
1.720156250e+2,-1.041250000e-1,-9.007812500e+0,,,
1.760000000e+2,-1.160000000e-1,-9.000000000e+0,,,
1.700000000e+2,-1.121562500e-1,-8.976562500e+0,,,
1.740000000e+2,-1.079375000e-1,-6.000000000e+0,,,
1.680000000e+2,-1.239062500e-1,-8.984375000e+0,,,
1.719687500e+2,-1.240000000e-1,-9.000000000e+0,,,
1.760156250e+2,-1.200312500e-1,-1.100781250e+1,,,
1.680156250e+2,-1.160625000e-1,-8.023437500e+0,,,
1.739843750e+2,-1.240312500e-1,-9.984375000e+0,,,
1.719687500e+2,-1.200000000e-1,-1.203906250e+1,,,
1.819843750e+2,-1.200625000e-1,-8.000000000e+0,,,
1.760000000e+2,-1.080625000e-1,-1.001562500e+1,,,
1.719843750e+2,-1.120000000e-1,-9.007812500e+0,,,
1.761250000e+2,-1.160000000e-1,-1.100000000e+1,,,
1.838906250e+2,-1.079687500e-1,-7.984375000e+0,,,
1.659687500e+2,-1.080625000e-1,-9.007812500e+0,,,
1.799531250e+2,-9.650000000e-2,-7.023437500e+0,,,
1.760312500e+2,-8.790625000e-2,-6.984375000e+0,,,
1.719843750e+2,-1.000000000e-1,-7.992187500e+0,,,
1.800468750e+2,-9.193750000e-2,-7.000000000e+0,,,
1.680468750e+2,-8.400000000e-2,-9.015625000e+0,,,
1.758593750e+2,-8.803125000e-2,-6.000000000e+0,,,
1.741250000e+2,-7.603125000e-2,-8.968750000e+0,,,
1.699218750e+2,-8.000000000e-2,-9.007812500e+0,,,
1.701875000e+2,-6.800000000e-2,-9.000000000e+0,,,
1.799531250e+2,-6.015625000e-2,-7.984375000e+0,,,
